title,rate,casts,cover,detailLink,types,time,movieTime,summary
力王,8.2,"['樊少皇', '叶蕴仪', '何家驹', '樊梅生', 'Tetsurô Tanba', '大岛由加利']",http://pic9.iqiyipic.com/image/20220805/01/c3/v_112848488_m_601_m3.webp,http://www.iqiyi.com/v_19rr7rcrws.html,惊悚;犯罪;动作,1992-4-9,86.65,贺力王自幼蛮力过人，后经家族之世交善鬼指点，习得精纯硬气功。力王女友莹莹意外撞破毒贩交易，毒贩将莹莹捉回使其坠楼身亡，力王击毙毒贩为女友报仇，因此被关入国分监狱。时值2001年，监狱被私人承包成为盈利工具，犯人遭受残暴对待苦不堪言。力王不能容忍国分监狱北仓杀手山猫欺凌弱小，出手将其重伤，触怒北仓天王鸣海，副监狱长单眼蛇挑斗二人对决，力王出手轰杀鸣海，自此卷入与国分监狱四仓中其他三大天王黄泉、泰山、白神的连番战斗。力王烧毁监狱中的罂粟地，使度假归来的监狱所长大为光火，而同样习练硬气功的所长，将是力王最强大的敌人……
平凡英雄,9.7,"['李冰冰', '冯绍峰', '黄晓明', '林永健', '张一山']",http://pic0.iqiyipic.com/image/20221207/f0/74/v_169340701_m_601_m4.webp,http://www.iqiyi.com/v_129q0w3wvbg.html,,2022-9-30,96.95,影片改编自在“生死时速”救助救治新疆和田断臂男孩中，医生、机组、乘客、警察等新疆各行人民跨越1400公里，长达8小时的生命接力，创造生命奇迹感人至深的真实事迹。
倚天屠龙记之九阳神功,7.6,"['甄子丹', '古天乐', '林峯', '文咏珊', '邱意浓', '云千千', '甄子丹']",http://pic2.iqiyipic.com/image/20220301/1c/16/v_164363280_m_601_m5.webp,http://www.iqiyi.com/v_s66c38qj10.html,动作,2022-1-31,113.7,武当派张翠山之子张无忌无意中卷入屠龙刀而起的江湖纷争之中，因缘际会练就一身盖世武功，描绘了明教和中原武林之争及起义军和腐朽朝廷之间的对抗。
东北警察故事,8.6,"['谢苗', '李大强', '顾靖', '衣云鹤', '包小平', '王维申']",http://pic2.iqiyipic.com/image/20210930/85/c3/v_162387031_m_601_m3.webp,http://www.iqiyi.com/v_ez2w665p4o.html,动作;枪战,2021-10-4,83.2,刑警李红旗陪女友回东北老家过年，无意发现岳父老陶卷进了涉黑案件中。当地出现了一个以肖家三兄弟为首的新兴犯罪组织，他们通过搭建线上网络赌场，诱骗当地百姓参与赌博，非法获利巨大。肖家三兄弟再用威胁、恐吓等方式，将当地企业家一一纳入自己建立的线上网络赌场，被迫成了代理人，老陶就是其中一位受害者。当地许多百姓深陷网络赌博的荼毒，但迫于肖家三兄弟做事残忍凶狠，手段狡猾，都敢怒不敢言。正义感爆棚的李红旗可不会坐视不管，毅然决定放弃休假，联合当地警方展开侦查。在这个过程中，李红旗也不断的遭受来自犯罪分子的对抗与胁迫，他必须靠自己的丰富的经验和超强的行动力，挫败这场呼啸而来的黑色风暴！
棺山古墓,8.1,"['元彪', '吴豪', '王韵涵', '王韵涵']",http://pic6.iqiyipic.com/image/20221113/fb/e4/v_170044867_m_601_m6.webp,http://www.iqiyi.com/v_k3qputuv5w.html,,2022-11-12,80.0,观山太保传人张三爷，应师弟赫老道之邀，与徒弟奔赴龙塘乡。为免鄂州生灵涂炭，张三爷等人决心赶在军阀罗蛮子前找到传说中的麻姑墓。一行人历尽险阻，终于找到了墓穴，可张三爷这才发现，这场盗墓竟是赫老道与罗蛮子精心布置的陷阱，麻姑墓里的珍宝背后，还有更大的阴谋……
这个杀手不太冷静,8.3,"['马丽', '魏翔', '陈明昊', '周大勇', '黄才伦']",http://pic6.iqiyipic.com/image/20220422/03/e2/v_160311278_m_601_m4.webp,http://www.iqiyi.com/v_ng9j9qrgb8.html,喜剧,2022-2-1,109.12,毕生追求男主梦的魏成功终于得到了女明星米兰的“赏识”，被邀请出演她的男一号“杀手卡尔”，他兴致勃勃诠释角色的同时，却没想到已经落入了一场危机四伏的阴谋，但他依然借自己 “精湛”的演技和绝佳的运气化险为夷，而残酷的真相也离他越来越近……
赤裸特工,8.3,"['吴彦祖', '李美琪', 'Anya', '连凯', 'Almen Wong', '郑佩佩', '卢淑仪', '李菲']",http://pic8.iqiyipic.com/image/20210916/7e/68/v_50045461_m_601_m13.webp,http://www.iqiyi.com/v_19rrjdb9w8.html,动作;惊悚;犯罪,2002-11-15,90.7,世界各地发生多宗少女失踪个案，幕后策划是Madame M ，她专门诱拐并训练貌美少女，令她们成为防不胜防的床上杀手。一群女孩被软禁在荒岛上进行地狱式的特训，钻研各类型的战斗知识及暗杀技巧。活泼开朗的海遥坚强沉郁的Katt先后抵达荒岛，二人在艰苦的考验中互相扶持。海遥及Katt执行任务，海遥负责色诱目标，然后以折断脊椎来杀死对方。
东北恋哥,8.8,"['包贝尔', '梁颂晴', '乔杉', '潘斌龙', '许君聪', '韩云云', '马文波', '靳阳阳']",http://pic9.iqiyipic.com/image/20211110/2c/e3/v_159290240_m_601_m6.webp,http://www.iqiyi.com/v_z2npxf1row.html,动作;喜剧;爱情,2021-10-29,103.33,90年代末的哈城，小青年于铁在替人收债时与借贷人的女儿金佳丽一见钟情。于铁通过自己的善良、爱与执着，打开了金佳丽封闭的内心。在两人即将携手奔赴幸福之时，突如其来的意外，打断了于铁所有的计划...
天下无毒,7.8,"['刘之冰', '奚望', '胡建林', '茹萍']",http://pic5.iqiyipic.com/image/20220820/b5/ee/v_150998268_m_601_m6.webp,http://www.iqiyi.com/v_19rz3340u4.html,警察;缉毒,2020-8-14,86.01,这是一个天下禁毒民警为了“天下无毒”梦想流血战斗的故事。从小被毒品害得家破人亡的周婷长大后加入缉毒队伍，她深入毒窝，与毒贩们斗智斗勇，面对身为毒枭的亲生父亲也毫不留情，配合警方将一个跨国制贩毒集团一网打尽。 
新世界,9.0,"['李政宰', '崔岷植', '黄政民', '宋智孝', '朴星雄']",http://pic6.iqiyipic.com/image/20221109/a1/53/v_104686105_m_601_m12.webp,http://www.iqiyi.com/v_19rrgz4do4.html,惊悚;犯罪;爱情,2013-2-21,135.25,金门集团会长、暴力组织在虎派大佬石东出遭遇车祸身亡，该事件在黑白两道引起不小震荡。为了遏制金门集团进一步向合法领域渗透并持续壮大，警方及时提出“新世界计划”，旨在干预金门集团继任大佬的选举。而围绕会长头衔，金门旗下三号人物华侨出身的丁青和四号人物常务理事李仲久展开一连串明争暗斗。在危机四伏的当下，警方姜科长命令卧底十年之久的李子成左右选举结果。早已厌倦黑道生活的子成无奈受命，却无疑将自己投入了凶险非常的黑色漩涡之中。
唐门：美人江湖,7.4,"['王蕴凡', '王嘉丽', '克拉拉', '金尤美', '何珮瑜', '九孔', '童飞']",http://pic0.iqiyipic.com/image/20221017/8e/83/v_164653129_m_601_m6.webp,http://www.iqiyi.com/v_1posyoz0le4.html,,2021-12-15,85.55,唐门凭秘宝洞天仪洞察天机，提前预知恶人名录，并在其作恶之前诛杀，护卫天下太平。可唐门掌门唐无烟之名，竟也出现于洞天仪之上，唐无烟被迫逃走，遇到善良小贼楚晨和小米辣师徒，在其帮助下，重返唐门，打破预言，重掌自己的命运。
新局长到来之前,9.1,"['韩焱', '浦克', '张辉', '李景波']",http://pic5.iqiyipic.com/image/20210916/38/4d/v_108793749_m_601_m8.webp,http://www.iqiyi.com/v_19rrn6zaqw.html,喜剧,2023-1-17,44.84,"在中国的官场，自古就有溜须拍马的风气存在。话又说回来，如果当官的不受用这些，那么马屁精们又有什么市场呢？你看这就发生了一个类似的故事。某局老局长休养，新局长即将上任。在这个关口，总务科牛科长担负起迎接新局长的重任。虽说一朝天子一朝臣，不过表现出众的话自然不难取得新领导的欢心。牛科长深谙此道，他调动全科力量为新局长打造宽敞舒适的办公室，他事必躬亲，认真仔细，不放过每一个细节。也许你认为他是一个对工作认真负责的人，可是与此相对的是，他对单身职工宿舍漏雨等事宜则能拖就拖。
　　未过多久，张局长走马上任，谁知阴差阳错被牛科长当成了张老板，由此上演了一出了“官场现形记”……"
扫黑行动,7.7,"['周一围', '秦海璐', '张智霖']",http://pic2.iqiyipic.com/image/20221225/c8/36/v_170086083_m_601_m3.webp,http://www.iqiyi.com/v_1umbi9b23ns.html,犯罪;动作,2022-11-11,98.55,女大学生离奇坠楼，刚调任到岗的刑侦支队副队长成锐被副局长杜于林指派追查背后隐情，发现案件与套路贷、暴力催讨等黑势力犯罪有关，本市企业家安亦明被列为重点侦查对象，成锐想进一步调查却被要求尽快结案，究竟是谁在充当“保护伞”？城市危机四伏，安亦明之妻周彤、经济学教授赵羡鱼纷纷身陷其中，为了还人民安宁，成锐和同事们突破难关追踪到底，却不想背后还有更大阴谋。真相究竟为何？他们能否将隐藏在黑暗中的罪恶一扫而尽？
流浪地球,8.4,"['吴京', '吴孟达', '李光洁', '屈楚萧', '赵今麦', '隋凯', '屈菁菁', '张亦驰']",http://pic5.iqiyipic.com/image/20230203/10/1b/v_114811035_m_601_m26.webp,http://www.iqiyi.com/v_19rrfe142o.html,科幻,2019-2-5,125.05,近未来，科学家们发现太阳急速衰老膨胀，短时间内包括地球在内的整个太阳系都将被太阳所吞没。为了自救，人类提出一个名为“流浪地球”的大胆计划，即倾全球之力在地球表面建造上万座发动机和转向发动机，推动地球离开太阳系，用2500年的时间奔往另外一个栖息之地。中国航天员刘培强（吴京 饰）在儿子刘启四岁那年前往国际空间站，和国际同侪肩负起领航者的重任。转眼刘启（屈楚萧 饰）长大，他带着妹妹朵朵（赵今麦 饰）偷偷跑到地表，偷开外公韩子昂（吴孟达 饰）的运输车，结果不仅遭到逮捕，还遭遇了全球发动机停摆的事件。为了修好发动机，阻止地球坠入木星，全球开始展开饱和式营救，连刘启他们的车也被强征加入。在与时间赛跑的过程中，无数的人前仆后继，奋不顾身，只为延续百代子孙生存的希望……
战火黎明,7.4,"['任柯诺', '何达', '梅宝莱', '宁小花', '周鸿波', '赵彦乔']",http://pic2.iqiyipic.com/image/20211224/90/4b/v_164981655_m_601_m1.webp,http://www.iqiyi.com/v_1ko36obm8ow.html,动作;枪战,2021-12-27,64.3,本片根据二战真实事件“戈山厂惨案”改编，1945年，八路军在泗水城全歼伪军第十军，击毙伪军军长荣子恒，取得泗水大捷。其中一股正在赶去增援的日军部队，得知伪军被全歼的消息，不敢应战，急速后撤，在撤退途中，竟然将路过的戈山厂村屠戮一空，制造出骇人听闻的“戈山厂惨案”。
轩辕大帝,8.6,"['于波', '班嘉佳', '周韦彤', '王德顺']",http://pic7.iqiyipic.com/image/20221216/ea/a0/v_110571432_m_601_m11.webp,http://www.iqiyi.com/v_19rrljwwbc.html,爱情;家庭,2016-4-1,90.69,影片以中华人文始祖轩辕黄帝与元妃嫘祖的传奇爱情故事为线索，讲述了五千年前有熊氏部落首领姬地率领族人渡黄河、斗猛兽、联合氏族战蚩尤、最终统一华夏各部落的壮阔史诗。演绎黄帝、炎帝、蚩尤三大部落的兴衰聚散，成功再现了远古华夏民族壮阔感人的发展历程。
跨过鸭绿江,9.4,"['丁勇岱', '唐国强', '孙维民', '王志飞', '刘之冰']",http://pic4.iqiyipic.com/image/20221230/8f/69/v_164749174_m_601_m7.webp,http://www.iqiyi.com/v_17fzx1d3b2c.html,领袖人物;英雄人物;历史革命,2021-12-17,154.08,影片以中国人民志愿军司令员兼政治委员彭德怀的视角讲述，全面展示了从战前国际形势的快速演变到板门店停战协议的签署，涉及中国人民志愿军对战以美国为首的“联合国军”的整个抗美援朝战争过程。影片不仅具备东西两线和五次战役的全时空格局，还呈现了突袭战、防御战、运动战、阵地战和坑道战等多场不同特质的激烈战斗场面，在讲述国际格局突变时中、苏、美三国领导人作战指挥思想博弈的同时，影片展现了毛泽东等无产阶级革命家的战略思维，也展示了以彭德怀为统帅的指挥员们的战场谋略，以及全体志愿军战士用生命捍卫和平正义、保家卫国的爱国主义精神，全方位呈现出我们为赢得这场艰苦卓绝、震撼人心的伟大战争的最后胜利所做的牺牲和努力。
大鱼3汉江鱼怪,7.4,"['柳小海', '王洪千', '朱铁和', '张昊玥', '周航']",http://pic9.iqiyipic.com/image/20230115/fc/57/v_170875413_m_601_m8.webp,http://www.iqiyi.com/v_1194xqtop2o.html,惊悚;悬疑,2023-1-15,80.3,"裴多宝收到故乡神秘来信，带着女儿返回汉江村。谁料，写信者在河中离奇溺亡，裴多宝亡妻的坟墓被蛊术阵法刨掘。流言四起，说是有个性感女鬼化身鱼怪，吃人心肠、勾人魂魄。裴多宝不愿久留，带着女儿欲离开汉江村，半路却被鱼怪袭击，女儿也惨遭女鬼“勾魂”，脾气变得狂躁，宛如恶鬼附身。
村中开始接二连三有人惨死，其死状和古书记载的“三山神”如出一辙。邪恶逐渐笼罩了整个汉江村，所有人都相信恶鬼降临、邪神侵袭，他们都将被祭祀，无人可以幸免。为了找到迫害女儿的凶手，裴多宝孤身一人开始调查，渐渐揭开了尘封十年的往事，以及关于“复活”的恐怖邪术。"
四平青年往事,8.6,"['张浩', ' 李野 ', '何佳慧', ' 王唯', ' 李野 ']",http://pic9.iqiyipic.com/image/20221130/8c/08/v_170383943_m_601_m3.webp,http://www.iqiyi.com/v_2bq1g9wi86w.html,动作;喜剧,2022-11-30,65.76,高考在即，小丽的准考证被码头恶霸刘强抢走，以威胁李老八退出码头的水产生意，老八为了妹妹能顺利参加高考，完成父母和自己的心愿，不惜一切代价，在浩叔等人的帮助下，终于亲手了结了和刘强的恩怨，而妹妹小丽也如期走进了高考的考场
明日战记,8.9,"['古天乐', '刘青云', '刘嘉玲', '张家辉']",http://pic2.iqiyipic.com/image/20221208/dd/83/v_114132146_m_601_m8.webp,http://www.iqiyi.com/v_19rre91kqw.html,动作;科幻;战争,2022-8-12,98.27,未来世界，地球因环境污染而千疮百孔，人类家园破败萧条。一颗陨石突然撞击地球，并带来杀伤力极强的外星生物，560万人将因此失去生命。人类命运岌岌可危，总指挥李升（张家辉 饰）派出以军人泰来（古天乐 饰）为首的精英部队前往执行改造计划，部队却突遭暴力攻击，只有泰来和通讯兵光仔（万国鹏 饰）幸存。军官谭冰（刘嘉玲 饰）坚持执行PlanB，指挥官郑重生（刘青云 饰）反对并找来旧友臭鼬（姜皓文 饰）前往支援。拯救家园刻不容缓，但在通讯员小绿（吴倩 饰）悄悄提醒下，泰来发现了一个足以毁天灭地的邪恶阴谋
人生大事,9.6,"['朱一龙', '杨恩又', '刘陆', '王戈', '罗京民']",http://pic5.iqiyipic.com/image/20220830/ed/62/v_160647682_m_601_m4.webp,http://www.iqiyi.com/v_jbwt4io97s.html,家庭,2022-6-24,112.0,殡葬师莫三妹在刑满释放不久后的一次出殡中，遇到了孤儿武小文，小文的出现，意外地改变了莫三妹对职业和生活的态度。
速度与激情7,9.4,"['范·迪塞尔', '保罗·沃克', '杰森·斯坦森', '米歇尔·罗德里格兹', '道恩·强森', '乔丹娜·布鲁斯特', '娜塔莉·艾玛努埃尔', '库尔特·拉塞尔']",http://pic9.iqiyipic.com/image/20210916/67/7d/v_109195317_m_601_m19.webp,http://www.iqiyi.com/v_19rroiz4jo.html,动作;犯罪,2015-4-3,132.16,"经历了紧张刺激的伦敦大战，多米尼克·托雷托和他的伙伴们重新回归平静的生活，但是江湖的恩恩怨怨却决不允许他们轻易抽身而去。棘手的死对头欧文·肖瘫在医院，不得动弹，他的哥哥戴克·肖则发誓要为弟弟复仇。戴克曾是美国特种部队的王牌杀手，不仅身怀绝技，而且心狠手辣。他干掉了远在东京的韩，还几乎把探长卢克·霍布斯送到另一个世界，甚至多米尼克那世外桃源般的家也被对方炸毁。 
复仇的利刃已经架在脖子上，多米尼克再也没有选择，他找到长久以来最为信赖的团队，与来势汹汹的戴克展开生死对决。"
塞西亚：复仇之剑（普通话）,0,"['阿列克谢·法迪耶夫', '亚历山大·库兹涅佐夫', '尤里·特斯瑞洛', '拉斯塔姆·莫沙菲尔']",http://pic2.iqiyipic.com/image/20230203/54/77/v_171144861_m_601_m2.webp,http://www.iqiyi.com/v_1q1z4ysziko.html,动作;奇幻;战争,2018-1-18,102.83,11世纪的东欧，整个欧洲正处于北欧维京人肆虐的时代。无尽的村庄、城市被灭绝，而身为主角的一群年轻杰出的勇士发下誓言维护正义，他们到处打击维京人。本片通过大量的打斗、古装战争场面的描述，再现了史诗般恢弘的战役，让观众牢牢记住曾经的英雄。
狙击手：逆战,8.5,"['于荣光', '邢恩', '洪爽', '洪爽']",http://pic2.iqiyipic.com/image/20230111/46/f4/v_170922666_m_601_m5.webp,http://www.iqiyi.com/v_1jhkv3zs6kk.html,枪战;动作,2023-1-13,83.43,讲述了风暴小队在护送任务中遭遇幽灵小队伏击，队长高瞻（于荣光饰）在队友舍身掩护下死里逃生。半年后高瞻与庞剑（邢恩饰）带领的猛虎小队为营救科学家，与幽灵小队再次针锋相对。在营救人质的过程中逐渐挖掘出背后隐藏的巨大阴谋。高瞻与猛虎小队再次被伏击，被逼入困境绝地反击，原来一切都在高瞻计划之中，最终高瞻与庞剑二人携手与敌对势力展开生死对决的故事。
僵尸山雀,7.6,"['钱小豪', '王蕴凡', '何美璇', '何其炜']",http://pic2.iqiyipic.com/image/20221222/d1/5b/v_170674592_m_601_m8.webp,http://www.iqiyi.com/v_19be65zhopw.html,惊悚,2022-12-22,85.23,首屈一指的驯鸟师茅山豪在凤凰岛遭遇变异物种袭击，并不断有人离奇失踪，人心惶惶，为了探寻真相，豪哥与治安队队长孟前冰释前嫌并通力合作，一步步逼近真相……
特工狂花,8.0,"['徐冬冬', '倪新宇', '倪新宇']",http://pic7.iqiyipic.com/image/20210915/3a/1a/v_152140175_m_601_m6.webp,http://www.iqiyi.com/v_1umxqivbl5w.html,动作;枪战;犯罪,2020-8-27,87.33,故事主要讲述东南亚最大的贩卖人口组织头目巴颂在自己的私人俱乐部设宴，宴请世界各地犯罪组织头目。雅美成功地潜入俱乐部执行任务，为了掩护同伴的离开，雅美独自一人引爆了炸弹，消失在火光中，为与未婚夫方立在一起制造了假死。三年后，方立被劫持，雅美只能被迫执行任务解救方立，经过重重难关最终救下了方立，并向相关部门递交了犯罪集团的犯罪记录和证据，巴颂的犯罪组织被一网打破。
反贪风暴5（粤语）,7.5,"['古天乐', '张智霖', '郑嘉颖', '宣萱', '黄宗泽', '谢天华', '张继聪']",http://pic5.iqiyipic.com/image/20220223/c1/03/v_166080003_m_601_m1.webp,http://www.iqiyi.com/v_2f9dsig212w.html,枪战;犯罪;动作,2021-12-31,94.12,ICAC首席调查主任陆志廉与总调查主任程德明共同调查走私贪污案，意外发现另一起涉及人口贩卖的海关贪腐大案。此案与恐袭集团首脑King及其幕后指使人肖卓亚有关，并牵涉多名香港海关高层领导，且似乎与受邀到香港、被JFIU廖保强秘密保护的亚洲首席大法官庞爱玛也有联系。暗流涌动、扑朔迷离，真相究竟何时浮现……
暴力街区13：终极,9.1,"['大卫·贝利', '塞瑞尔·拉菲利', '菲利普·托雷顿', '艾洛蒂·袁']",http://pic3.iqiyipic.com/image/20220915/4a/a3/v_112846224_m_601_m5.webp,http://www.iqiyi.com/v_19rr7r4pz4.html,犯罪;动作,2009-2-18,100.8,卧虎藏龙而又凌乱不堪的13区在上一部《暴力街区》时间设定的两年后再次陷入了大宗阴谋事件，达米安上尉与雷伊托这次的对手是不择手段的房地产商——13区将因他的房地产计划而毁灭。在利益集团实施一系列精心筹备的栽赃行动后，13区的暴力一面被推向媒体的风口浪尖，13区一时间成为国民心中残暴的象征；达米安又身陷囹圄，极度不利的局势下，雷伊托成为13区最后的希望，他能否营救达米安并联合13区内的五大势力最后将真相呈献给总统以拆穿不法商人的阴谋呢？
头文字D,9.1,"['周杰伦', '陈冠希', '余文乐', '陈小春', '刘畊宏', '钟镇涛']",http://pic6.iqiyipic.com/image/20210922/61/2b/v_50056186_m_601_m17.webp,http://www.iqiyi.com/v_19rrjcmsec.html,动作;青春,2005-6-19,108.86,十八岁的拓海每天驾着父亲残旧的汽车送递豆腐，却无意中练得一手出神入化的飘移技术。对汽车毫无兴趣的他被父亲怂恿参加山路赛，以平日送货的旧车越级挑战著名赛车队，赛果似乎早已定断。岂料拓海竟在众人错愕之下胜出，一夜成名。
呖咕呖咕新年财,8.9,"['刘德华', '梁咏琪', '古天乐', '刘青云', '王天林']",http://pic8.iqiyipic.com/image/20210916/c9/57/v_50300148_m_601_m12.webp,http://www.iqiyi.com/v_19rrjsdx30.html,喜剧;爱情,2002-2-8,97.02,德华喜欢打牌，以打牌为生的他出名好牌技好牌品，与他相恋多年的咏琪因为牌品差，始终没能与德华结为连理，令她顿足。德华的弟弟天乐知道哥哥要以打牌为生养活患有痴呆症的母亲和正在读书的自己，决定跟青云打牌比试，谁知连连落败。一次牌局中，咏琪不甘被德华以牌品的问题多次推搪婚约，便诅咒他从此“一世摸烂牌”，跟着同样拜师不成的青云离开了。诅咒真的灵验了，使德华家道中落，但一向乐观的他深信自己的“好朋友”会回来的。在弟弟公司举行的麻将大赛中一路稳打稳扎，与青云再次对垒，最后能否获胜呢？
